Unnamed: 0,id,uuid,name_zh,name_en,unit,sampling_start,sampling_end,valid_time,location,class_code,description,source_description,source_original_id,source_url,classification_system,source,source_type,completeness_type,first_class,second_class,third_class,data_entry_by,location_id,synonyms,data_version,create_time,class_id
25,1818429301243121664,9df65a83-59de-42f6-8644-152be27df4d7,C30/37，XC3，S4，砾石（30C34G1000322），C30/37，XC3，S4，砾石（30C34G1000323）,"C30/37, XC3, S4, Gravel (30C34G1000322), C30/37, XC3, S4, Gravel (30C34G1000323)",m,2024-07-25,2024-07-25,2029-07-24,Greece,,"Description: Concrete is a material formed by mixing cement, coarse and fine aggregate and water, with or without the incorporation of admixtures and additions. Fresh concrete is manufactured at ready-mix batch plants and is delivered to the construction sites in a liquid state. Fresh concrete is placed, compacted and hardened in the desired shape via a chemical reaction: the hydration of cement. The cement is the binding agent in concrete: it is a finely ground powder that when hydrated forms a paste that sets, hardens, and adheres to other materials and after hardening retains its strength even underwater. It is used as the main raw material in the production of concrete, mortar, grouts, and plasters. This type of concrete has a wide range of applications and is mainly utilized in civil engineering works and in residential and commercial construction. The product is delivered in bulk with ready-mix trucks.",The International EPD® System,,https://www.environdec.com/library/epd15527,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:31:44.856159,
26,1818429495200321536,03a786b7-d6f0-43e3-a288-4d3db837b96f,BUTYLVER（高品质、单组分、无溶剂聚异丁烯基密封胶）,"BUTYLVER (HighQuality, SingleComponent, SolventFree PolyisobutyleneBased Sealant)",kg,2024-07-25,2024-07-25,2029-07-25,,,"Description: BUTYLVER products are high-quality, single-component, solvent-free polyisobutylene-based sealants for internal insulation (first barrier) of double or triple IG units. They feature minimal permeability to water vapor and gases, high resistance to UV aging, excellent adhesion to glass, aluminium, galvanized steel, and stainless steel. They come in different colors to facilitate structural matching. Using the BUTYLVER range of products in an insulating glass unit provides a high level of moisture vapor migration resistance, and controls and minimizes gas and solvent migration into the IG unit’s sealed space. It also acts as a permanent hermetic barrier to the permeation of inert gases (for example, argon) when gases are used in the sealed space of the IG unit. BUTYLVER is designed to fill the space between the sides of the spacer and the faces of the two or three glass panes, and to develop adequate adhesion to the surfaces of both. It has movement capability so as not to fail due to limited differential movement that may occur between the spacer and the glass light. Thanks to these features, BUTYLVER contributes to limiting the formation of internal condensation, achieving a longer lifetime of the window system, increasing thermal performance of the window, and energy efficiency in any season.",The International EPD® System,,https://www.environdec.com/library/epd13054pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:32:31.099076,
27,1818431250344579072,50646609-24b0-4290-ad88-13d924ea4818,MF PB 刨花板（P2）、MF PB 刨花板（P3）,"MF PB Particleboard(P2), MF PB Particleboard(P3)",m,2024-05-24,2024-05-24,2029-05-23,,,"Description: MF PB is a standard board and an essential material in the furniture and interior design industries. Made from particleboard covered with a decorative paper impregnated with melamine resin, it’s the most widely used material for modern furniture and is available in various finishes, including gloss, matt, lightly textured, and wood grain. For special applications, additional MF PB boards with improved moisture resistance and fire retardant properties are offered.",The International EPD® System,,https://www.environdec.com/library/epd13466,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:39:29.558337,
28,1818431456444289024,ecc7f2b6-cbca-4e0e-ad7b-a46ff50735ac,TEKNODUR AQUA 339323 不透明，TEKNODUR AQUA 339323 底色 3,"TEKNODUR AQUA 339323 OPAQUE, TEKNODUR AQUA 339323 BASE 3",kg,2024-07-04,2024-07-04,2029-07-04,Europe,,"Description: TEKNODUR AQUA 3393-23 is a water-borne two-component polyurethane topcoat where the hardener used is an aliphatic isocyanate resin. It is utilized in 1-layer and 2-layer systems directly on various composite materials and certain plastics. For applications requiring excellent gloss and color retention, the use of TEKNODUR AQUA 3394-03 is recommended.",The International EPD® System,,https://www.environdec.com/library/epd15155,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:40:18.696018,
29,1818431586027311104,3955155e-fe7b-45e1-b28c-08114b952cea,泰克诺德固化剂（732303），泰克诺德固化剂（732305）,"TEKNODUR HARDENER (732303), TEKNODUR HARDENER (732305)",kg,2024-07-04,2024-07-04,2029-07-04,Europe,,"Description: This is a hardener for water-borne, two-component polyurethane topcoat. It is designed for use with specific product types including TEKNODUR AQUA 3393, TEKNODUR AQUA 3394, and TEKNOCOAT AQUA 1330-0X. Cleaning can be performed using TEKNOSOLV 6220-00 or TEKNOCLEAN 1960-00. Physical properties include a density of 1110 kg/m³, no color applicable, a solid content of 77% w/w, and a VOC content of 222 g/L. For detailed safety, health, environmental conditions, and additional technical information, refer to the Safety Data Sheets and Technical Data Sheets available online.",The International EPD® System,,https://www.environdec.com/library/epd15237,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:40:49.591110,
30,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,Masterdenz Eco（140 毫米）,Masterdenz Eco(140mm),L,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd12361,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:41:04.802549,
31,1818431748338487296,53d83651-559d-4dc5-9b3f-a21b1df4c4fb,防晒水 (290100),ANTISTAIN AQUA (290100),kg,2024-06-18,2024-06-18,2029-06-18,Europe,,"Description: ANTISTAIN AQUA 2901-00 is a water-borne industrial primer for new wood designated for exterior use such as windows and doors. It is typically applied on hardwood that has been pretreated with a Wood Preservative, particularly for non-durable hardwood. Exterior durability of coating systems including ANTISTAIN AQUA 2901-00 is documented according to EN 927-2. This primer helps reduce surface discoloration caused by tannins in hardwood.",The International EPD® System,,https://www.environdec.com/library/epd14467,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:41:28.289852,
32,1818432078535069696,f723e961-a670-4c7e-8545-794099726c7c,"TEKNODUR AQUA 339323 BASE 1, TEKNODUR AQUA 339323 WHITE, TEKNODUR AQUA 339323 NCS S 0502Y","TEKNODUR AQUA 339323 BASE 1, TEKNODUR AQUA 339323 WHITE, TEKNODUR AQUA 339323 NCS S 0502Y",kg,2024-07-04,2024-07-04,2029-07-04,Europe,,"Description: TEKNODUR AQUA 3393-23 is a water-borne two-component polyurethane topcoat where the hardener used is an aliphatic isocyanate resin. It is utilized in 1-layer and 2-layer systems directly on various composite materials and certain plastics. For applications requiring excellent gloss and color retention, the use of TEKNODUR AQUA 3394-03 is recommended.",The International EPD® System,,https://www.environdec.com/library/epd15240,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:42:47.014430,
33,1818432145425829888,0377cfd8-ca22-485a-ba3a-56b319cb722c,Masterlite Pro Eco（100 毫米）,Masterlite Pro Eco(100mm),L,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd4192,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:43:02.962836,
34,1818433461711671296,bd656c34-62ec-4cdc-9488-7ff85c3fa6bb,Antistain Aqua 521000(G521000),ANTISTAIN AQUA 521000(G521000),kg,2024-05-13,2024-05-13,2029-05-13,Europe,,Description: ANTISTAIN AQUA 5210-00 is a water-borne industrial primer for new wood designated for exterior use such as windows and doors. ANTISTAIN AQUA 5210-00 effectively reduces yellowing from knots and softwood with a large amount of heartwood.,The International EPD® System,,https://www.environdec.com/library/epd13638,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:48:16.789450,
35,1818433919310237696,b2773fcc-1e59-4251-b0ab-8a82a906d7fe,"CHIC KU 铰链(06237110KU/06237210KU), CHIC KU 铰链(06239100KU/06239200KU), CHIC KU 铰链(06240100KU/06240200KU), CHIC KU 铰链(06241100KU/06241200KU)、CHIC KU 铰链叶片组件(06238100KU/06238200KU), CHIC 150 KU 铰链(06247100KU/06247200KU), CHIC 150 KU 铰链(06248100KU/06248200KU), CHIC 150 KU 铰链叶片组件(06246100KU/06246200KU)","CHIC KU Hinge(06237110KU/06237210KU), CHIC KU Hinge(06239100KU/06239200KU), CHIC KU Hinge(06240100KU/06240200KU), CHIC KU Hinge(06241100KU/06241200KU), CHIC KU Hinge Leaf Kit(06238100KU/06238200KU), CHIC 150 KU Hinge(06247100KU/06247200KU), CHIC 150 KU Hinge(06248100KU/06248200KU), CHIC 150 KU Hinge Leaf Kit(06246100KU/06246200KU)",kg,,,2028-04-05,,,"Description: Giesse is the brand that opens up new hardware solution frontiers for aluminium windows and doors. Technical innovation and extremely high quality are at the core of our daily work. Our focus is on achieving complete customer satisfaction, from design and production to providing our clients with a trusted partner, every step of the way.

Product Description: The CHIC KU hinges are designed for use in aluminum window and door systems. They come in various configurations including different arm types (T0, T1, T2, T3) and sizes (standard CHIC and CHIC 150). Each configuration includes a hinge leaf kit, designed to ensure smooth and reliable operation.",The International EPD® System,,https://www.environdec.com/library/epd8399,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:50:05.889008,
